fecha,cliente_id,producto,categoria,cantidad,precio_unitario,total,vendedor,region,canal,metodo_pago
2024-02-17,CLI-6213,Pasta de Tomate,Enlatados,4,0.75,3.0,Lili,,Tienda física,
2023-07-13,,Leche entera,Lácteos,4,1.2,4.8,Lili,,Tienda física,QR
2023-05-19,CLI-3199,Carne molida,Carnes,2,5.8,11.6,Lili,,Tienda física,Tarjeta débito
2024/07/31,CLI-8551,Helado familiar,Lácteos,1,4.0,4.0,Lili,,Teléfono,Transferencia
02-19-2024,CLI-9647,Refresco 2L,Bebidas,4,1.1,4.4,,,,
2023-04-08,CLI-6989,Papas precocinadas,Congelados,6,2.3,13.8,Yonny,,E-commerce,
2023-09-06,CLI-6516,Leche entera,Lácteos,2,1.2,2.4,,,Tienda física,Tarjeta débito
07-06-2024,CLI-8701,Refresco 2L,Bebidas,4,1.1,4.4,Lili,,Tienda física,Tarjeta crédito
2023-12-20,CLI-6636,Carne molida,Carnes,2,5.8,11.6,Lili,,Tienda física,Efectivo
2023-11-24,,Refresco 2L,Bebidas,4,1.1,4.4,,,Tienda física,Tarjeta débito
2023-08-09,CLI-4265,Yogurt natural,Lácteos,1,0.9,0.9,,,E-commerce,Tarjeta débito
2024-02-08,CLI-6971,Pollo entero,Carnes,1,4.5,4.5,Lili,,Tienda física,Tarjeta crédito
2023-08-18,CLI-7592,Leche entera,Lácteos,2,1.2,2.4,,,E-commerce,
18/08/2023,CLI-8889,Pasta de Tomate,Enlatados,7,0.75,5.25,,,Tienda física,Efectivo
01/09/2023,CLI-2681,Pasta de Tomate,Enlatados,1,0.75,0.75,,,Tienda física,Tarjeta débito
2024-04-08,,Papas precocinadas,Congelados,1,2.3,2.3,,,Tienda física,
06/11/2024,,Pollo entero,Carnes,3,4.5,13.5,Lili,,E-commerce,Tarjeta crédito
2024/04/29,CLI-6375,Bolsas plásticas,Descartables,9,0.1,0.9,Yonny,,,
12/07/2024,CLI-6784,Pasta de Tomate,Enlatados,1,0.75,0.75,,,Tienda física,Tarjeta crédito
2024-04-03,CLI-9802,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Efectivo
2023-12-28,CLI-4343,Bolsas plásticas,Descartables,27,0.1,2.7,Lili,,,
2024-09-06,CLI-3834,Carne molida,Carnes,1,5.8,5.8,,,Tienda física,
2023-09-16,CLI-2482,Papas precocinadas,Congelados,4,2.3,9.2,Yonny,,Tienda física,Efectivo
19/12/2023,CLI-3286,Jamón de pavo,Embutidos,2,3.2,6.4,Lili,,Tienda física,Efectivo
2023-07-07,CLI-6675,Papas precocinadas,Congelados,1,2.3,2.3,Lili,,Tienda física,Efectivo
2024-01-04,CLI-3098,Pasta de Tomate,Enlatados,3,0.75,2.25,Lili,,Tienda física,Efectivo
2023-04-22,,Papas precocinadas,Congelados,1,2.3,2.3,,,Tienda física,Efectivo
2024-10-14,,Leche entera,Lácteos,4,1.2,4.8,Lili,,Tienda física,Efectivo
2024-09-30,CLI-3706,Leche entera,Lácteos,6,1.2,7.2,Lili,,,
06-23-2023,,Yogurt natural,Lácteos,3,0.9,2.7,Lili,,E-commerce,Tarjeta débito
2024-08-03,,Bolsas plásticas,Descartables,8,0.1,0.8,,,Tienda física,Efectivo
2023-09-30,CLI-5429,Pollo entero,Carnes,2,4.5,9.0,Lili,,Tienda física,Tarjeta débito
2024-06-14,,Bolsas plásticas,Descartables,9,0.1,0.9,Lili,,Tienda física,Tarjeta débito
2024-06-08,,Refresco 2L,Bebidas,2,1.1,2.2,,,Teléfono,Tarjeta crédito
2023-10-14,CLI-4473,Yogurt natural,Lácteos,2,0.9,1.8,,,Teléfono,Transferencia
2023/07/26,,Bolsas plásticas,Descartables,17,0.1,1.7,Yonny,,Tienda física,Tarjeta débito
2024-01-10,CLI-1697,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Tarjeta crédito
2024-01-23,,Papas precocinadas,Congelados,1,2.3,2.3,,,Tienda física,Tarjeta débito
2023-11-18,CLI-5649,Bolsas plásticas,Descartables,16,0.1,1.6,,,Tienda física,Efectivo
2024-02-02,CLI-1607,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,
2024-01-08,CLI-8692,Refresco 2L,Bebidas,1,1.1,1.1,Lili,,Tienda física,Tarjeta débito
2023-06-09,CLI-9694,Pasta de Tomate,Enlatados,1,0.75,0.75,,,Tienda física,Transferencia
05-28-2024,CLI-4016,Papas precocinadas,Congelados,6,2.3,13.8,,,Tienda física,Efectivo
2023-06-07,CLI-9534,Bolsas plásticas,Descartables,10,0.1,1.0,Yonny,,Teléfono,Tarjeta crédito
2023-05-01,CLI-9518,Papas precocinadas,Congelados,1,2.3,2.3,Yonny,,Tienda física,Tarjeta crédito
09/09/2024,,Refresco 2L,Bebidas,7,1.1,7.7,Lili,,Tienda física,Efectivo
01/03/2024,CLI-8785,Pollo entero,Carnes,2,4.5,9.0,Lili,,Tienda física,
2023-09-06,CLI-3098,Jamón de pavo,Embutidos,2,3.2,6.4,Lili,,Tienda física,Efectivo
2024-02-02,CLI-2891,Bolsas plásticas,Descartables,10,0.1,1.0,,,Tienda física,
2023-10-20,,Papas precocinadas,Congelados,3,2.3,6.9,,,,
2023-06-14,CLI-1665,Refresco 2L,Bebidas,2,1.1,2.2,,,Tienda física,
2024/07/18,CLI-4260,Carne molida,Carnes,1,5.8,5.8,Yonny,,E-commerce,
2024-10-16,CLI-1147,Leche entera,Lácteos,1,1.2,1.2,,,Tienda física,Efectivo
27/09/2023,CLI-9575,Yogurt natural,Lácteos,5,0.9,4.5,Lili,,Tienda física,Efectivo
23/05/2024,CLI-6897,Jamón de pavo,Embutidos,1,3.2,3.2,,,Teléfono,QR
2023-03-18,CLI-6463,Yogurt natural,Lácteos,1,0.9,0.9,,,Tienda física,Tarjeta crédito
04-30-2024,CLI-8144,Refresco 2L,Bebidas,4,1.1,4.4,,,Tienda física,Tarjeta crédito
2024-06-15,,Leche entera,Lácteos,4,1.2,4.8,Yonny,,Tienda física,
2024-01-31,,Refresco 2L,Bebidas,1,1.1,1.1,Yonny,,Tienda física,Efectivo
2023-03-15,CLI-1134,Pasta de Tomate,Enlatados,2,0.75,1.5,Yonny,,Tienda física,Efectivo
2023/08/05,CLI-6709,Bolsas plásticas,Descartables,9,0.1,0.9,,,Tienda física,Efectivo
2023-11-21,CLI-7254,Leche entera,Lácteos,3,1.2,3.6,Yonny,,Tienda física,Efectivo
05-15-2024,,Jamón de pavo,Embutidos,1,3.2,3.2,Lili,,Tienda física,Efectivo
06/06/2023,CLI-6073,Yogurt natural,Lácteos,5,0.9,4.5,Lili,,Tienda física,Tarjeta débito
2024-05-18,,Leche entera,Lácteos,1,1.2,1.2,Yonny,,Teléfono,Transferencia
2024-09-10,CLI-2751,Refresco 2L,Bebidas,4,1.1,4.4,Lili,,Teléfono,Tarjeta débito
2023-05-18,CLI-9825,Yogurt natural,Lácteos,9,0.9,8.1,,,Tienda física,Efectivo
2023-12-09,CLI-6391,Helado familiar,Lácteos,3,4.0,12.0,Yonny,,Tienda física,Tarjeta débito
04-20-2023,CLI-3667,Refresco 2L,Bebidas,6,1.1,6.6,,,Tienda física,Efectivo
2023-11-25,CLI-6395,Jamón de pavo,Embutidos,1,3.2,3.2,,,Tienda física,
2024-01-05,CLI-1206,Refresco 2L,Bebidas,2,1.1,2.2,Lili,,Tienda física,Efectivo
2023-03-08,,Bolsas plásticas,Descartables,12,0.1,1.2,,,Tienda física,Efectivo
2024-07-24,,Leche entera,Lácteos,3,1.2,3.6,,,E-commerce,Transferencia
2023-06-17,CLI-6604,Bolsas plásticas,Descartables,12,0.1,1.2,Yonny,,E-commerce,Tarjeta crédito
2023-09-23,CLI-2576,Papas precocinadas,Congelados,2,2.3,4.6,Yonny,,E-commerce,Transferencia
2024-10-22,CLI-5363,Bolsas plásticas,Descartables,12,0.1,1.2,,,E-commerce,QR
12-23-2023,CLI-4720,Carne molida,Carnes,3,5.8,17.4,Lili,,Tienda física,
2023-12-20,CLI-2820,Refresco 2L,Bebidas,3,1.1,3.3,Lili,,Tienda física,Tarjeta débito
2024-06-19,CLI-3588,Yogurt natural,Lácteos,8,0.9,7.2,,,E-commerce,Tarjeta débito
2023-05-16,CLI-7072,Pasta de Tomate,Enlatados,1,0.75,0.75,,,Tienda física,Tarjeta débito
27/06/2024,CLI-2713,Papas precocinadas,Congelados,2,2.3,4.6,Yonny,,Tienda física,Efectivo
2024-02-02,CLI-2304,Yogurt natural,Lácteos,5,0.9,4.5,,,,
19/02/2024,CLI-6576,Papas precocinadas,Congelados,6,2.3,13.8,Yonny,,Tienda física,Tarjeta débito
2023-07-28,CLI-9823,Leche entera,Lácteos,2,1.2,2.4,Lili,,E-commerce,Tarjeta crédito
2024-01-06,CLI-8993,Leche entera,Lácteos,1,1.2,1.2,Lili,,E-commerce,Transferencia
2024-03-05,CLI-6381,Leche entera,Lácteos,5,1.2,6.0,Lili,,,
2024-01-11,,Papas precocinadas,Congelados,1,2.3,2.3,,,Tienda física,Efectivo
2023-11-02,,Helado familiar,Lácteos,1,4.0,4.0,Yonny,,Tienda física,Efectivo
2023-04-14,CLI-6019,Bolsas plásticas,Descartables,12,0.1,1.2,Lili,,Tienda física,Transferencia
03-09-2023,CLI-2529,Leche entera,Lácteos,1,1.2,1.2,Lili,,Tienda física,Efectivo
2023-06-27,,Bolsas plásticas,Descartables,15,0.1,1.5,Yonny,,Tienda física,Efectivo
2024-07-08,,Refresco 2L,Bebidas,6,1.1,6.6,,,Tienda física,Efectivo
29/07/2023,CLI-8510,Leche entera,Lácteos,6,1.2,7.2,Lili,,Tienda física,Efectivo
2023-07-22,CLI-3543,Papas precocinadas,Congelados,5,2.3,11.5,Lili,,,
2024-03-04,CLI-4451,Bolsas plásticas,Descartables,9,0.1,0.9,Yonny,,Tienda física,Tarjeta débito
07-02-2024,,Yogurt natural,Lácteos,1,0.9,0.9,,,Tienda física,
11-28-2024,,Bolsas plásticas,Descartables,8,0.1,0.8,,,Tienda física,Tarjeta débito
25/04/2023,,Jamón de pavo,Embutidos,1,3.2,3.2,Lili,,Tienda física,Efectivo
06-10-2024,CLI-3341,Papas precocinadas,Congelados,5,2.3,11.5,,,Tienda física,Efectivo
2024-09-24,CLI-4625,Carne molida,Carnes,1,5.8,5.8,Lili,,Teléfono,Transferencia
2024-05-01,CLI-3076,Papas precocinadas,Congelados,1,2.3,2.3,,,Teléfono,Tarjeta débito
05-03-2024,CLI-6001,Leche entera,Lácteos,1,1.2,1.2,,,Tienda física,Tarjeta débito
2024-10-16,CLI-7358,Papas precocinadas,Congelados,2,2.3,4.6,Yonny,,E-commerce,Tarjeta débito
2023-04-27,CLI-3430,Bolsas plásticas,Descartables,3,0.1,0.3,,,E-commerce,Tarjeta crédito
2024-03-18,,Pollo entero,Carnes,2,4.5,9.0,,,Tienda física,Tarjeta débito
2023-04-17,,Pollo entero,Carnes,2,4.5,9.0,Yonny,,Tienda física,Tarjeta débito
2024-06-01,CLI-9757,Pollo entero,Carnes,1,4.5,4.5,Lili,,Teléfono,Tarjeta débito
2024-03-04,,Refresco 2L,Bebidas,1,1.1,1.1,Yonny,,E-commerce,Tarjeta débito
2023-09-16,CLI-2772,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,Tarjeta débito
2023-05-10,,Leche entera,Lácteos,1,1.2,1.2,Lili,,Tienda física,
09-19-2023,,Carne molida,Carnes,1,5.8,5.8,Lili,,Tienda física,
2024-01-03,,Jamón de pavo,Embutidos,1,3.2,3.2,,,Tienda física,Tarjeta crédito
2024-03-14,CLI-9667,Bolsas plásticas,Descartables,13,0.1,1.3,Lili,,Tienda física,QR
2024-08-06,CLI-6640,Papas precocinadas,Congelados,2,2.3,4.6,,,E-commerce,QR
12-30-2023,CLI-4352,Bolsas plásticas,Descartables,8,0.1,0.8,Yonny,,Tienda física,
2024-04-02,CLI-7492,Yogurt natural,Lácteos,1,0.9,0.9,,,Tienda física,Efectivo
2023-10-30,,Refresco 2L,Bebidas,3,1.1,3.3,,,Tienda física,Efectivo
17/05/2023,CLI-2507,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Tarjeta débito
2023-11-11,,Jamón de pavo,Embutidos,1,3.2,3.2,Lili,,E-commerce,Tarjeta crédito
02-23-2024,CLI-2976,Refresco 2L,Bebidas,5,1.1,5.5,Lili,,Tienda física,
2024-02-07,CLI-3911,Jamón de pavo,Embutidos,4,3.2,12.8,Lili,,E-commerce,Tarjeta crédito
2024-07-29,CLI-1672,Pollo entero,Carnes,1,4.5,4.5,,,E-commerce,Transferencia
2023-07-27,,Pasta de Tomate,Enlatados,2,0.75,1.5,Yonny,,Teléfono,Tarjeta crédito
2023-11-17,CLI-9525,Bolsas plásticas,Descartables,15,0.1,1.5,,,Tienda física,Efectivo
2023-11-18,CLI-2694,Bolsas plásticas,Descartables,9,0.1,0.9,,,Tienda física,Tarjeta débito
2024-11-14,,Refresco 2L,Bebidas,4,1.1,4.4,Yonny,,E-commerce,Transferencia
09/12/2023,CLI-3807,Pasta de Tomate,Enlatados,5,0.75,3.75,Lili,,Tienda física,Tarjeta crédito
2024-11-22,,Refresco 2L,Bebidas,3,1.1,3.3,Yonny,,E-commerce,Transferencia
2024-09-28,,Papas precocinadas,Congelados,2,2.3,4.6,Yonny,,E-commerce,QR
02/11/2024,CLI-5201,Yogurt natural,Lácteos,5,0.9,4.5,,,Tienda física,Efectivo
2023-06-16,CLI-1127,Leche entera,Lácteos,1,1.2,1.2,Lili,,Tienda física,
2024-04-30,CLI-7289,Papas precocinadas,Congelados,2,2.3,4.6,,,Tienda física,Efectivo
08-29-2023,CLI-7224,Pollo entero,Carnes,1,4.5,4.5,Lili,,E-commerce,Tarjeta débito
2024-03-12,CLI-3530,Yogurt natural,Lácteos,1,0.9,0.9,Yonny,,Tienda física,Efectivo
2023/10/16,CLI-5612,Jamón de pavo,Embutidos,2,3.2,6.4,,,,
2023-04-06,CLI-6489,Leche entera,Lácteos,3,1.2,3.6,Yonny,,Tienda física,Tarjeta débito
2023/09/13,CLI-7356,Leche entera,Lácteos,1,1.2,1.2,,,,
2023-03-11,CLI-1613,Bolsas plásticas,Descartables,4,0.1,0.4,,,E-commerce,Transferencia
2024-02-03,CLI-3621,Pasta de Tomate,Enlatados,3,0.75,2.25,,,E-commerce,Tarjeta crédito
05-27-2023,CLI-2696,Jamón de pavo,Embutidos,1,3.2,3.2,,,Tienda física,Efectivo
2024-08-16,,Refresco 2L,Bebidas,10,1.1,11.0,Yonny,,Tienda física,Efectivo
2024-08-03,CLI-4348,Leche entera,Lácteos,4,1.2,4.8,Lili,,E-commerce,Tarjeta débito
2024-06-29,CLI-5566,Pasta de Tomate,Enlatados,2,0.75,1.5,Yonny,,E-commerce,Tarjeta crédito
2024-02-03,CLI-9181,Papas precocinadas,Congelados,3,2.3,6.9,Yonny,,E-commerce,
2023/04/10,CLI-1111,Leche entera,Lácteos,1,1.2,1.2,,,Tienda física,Transferencia
2023-04-12,CLI-1261,Refresco 2L,Bebidas,1,1.1,1.1,,,Tienda física,Transferencia
2024-01-08,CLI-2085,Leche entera,Lácteos,2,1.2,2.4,Lili,,,
2024-08-24,,Bolsas plásticas,Descartables,7,0.1,0.7,Yonny,,Tienda física,Tarjeta crédito
2024/05/30,CLI-1595,Yogurt natural,Lácteos,1,0.9,0.9,Lili,,,
20/08/2024,CLI-4005,Papas precocinadas,Congelados,1,2.3,2.3,Yonny,,Tienda física,Tarjeta débito
2024-06-12,CLI-3198,Yogurt natural,Lácteos,2,0.9,1.8,Yonny,,E-commerce,Transferencia
2024-11-14,CLI-4694,Refresco 2L,Bebidas,2,1.1,2.2,,,E-commerce,Tarjeta crédito
06-13-2023,,Refresco 2L,Bebidas,4,1.1,4.4,,,,
2024-05-15,,Pasta de Tomate,Enlatados,2,0.75,1.5,Lili,,Tienda física,Tarjeta débito
2024-07-05,CLI-3054,Pasta de Tomate,Enlatados,6,0.75,4.5,,,Tienda física,Tarjeta débito
2024-01-18,CLI-5760,Carne molida,Carnes,1,5.8,5.8,Lili,,Tienda física,Efectivo
23/03/2023,CLI-2140,Leche entera,Lácteos,1,1.2,1.2,Lili,,Tienda física,
30/09/2024,CLI-8916,Bolsas plásticas,Descartables,9,0.1,0.9,Yonny,,Tienda física,Tarjeta crédito
2023/06/16,CLI-5169,Refresco 2L,Bebidas,4,1.1,4.4,,,,
2024-07-13,CLI-2162,Bolsas plásticas,Descartables,12,0.1,1.2,,,Teléfono,QR
05-31-2023,,Refresco 2L,Bebidas,4,1.1,4.4,Yonny,,Tienda física,Tarjeta débito
2024-03-07,,Helado familiar,Lácteos,1,4.0,4.0,Lili,,E-commerce,Tarjeta débito
2023-03-09,CLI-9115,Helado familiar,Lácteos,1,4.0,4.0,Yonny,,Tienda física,Tarjeta débito
2024-07-17,CLI-9108,Bolsas plásticas,Descartables,11,0.1,1.1,Lili,,Tienda física,Efectivo
2024-11-13,CLI-4103,Leche entera,Lácteos,1,1.2,1.2,Lili,,E-commerce,Transferencia
06-14-2024,CLI-4069,Pasta de Tomate,Enlatados,1,0.75,0.75,Lili,,Tienda física,
2024-02-21,,Pollo entero,Carnes,4,4.5,18.0,Lili,,E-commerce,Tarjeta crédito
2023-09-04,,Yogurt natural,Lácteos,5,0.9,4.5,,,E-commerce,Tarjeta crédito
26/02/2024,,Refresco 2L,Bebidas,4,1.1,4.4,Lili,,Tienda física,Efectivo
10/02/2024,CLI-7779,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Tarjeta débito
2024-06-05,CLI-7369,Refresco 2L,Bebidas,3,1.1,3.3,Lili,,Tienda física,Tarjeta crédito
2024-11-06,CLI-2129,Refresco 2L,Bebidas,6,1.1,6.6,Yonny,,Tienda física,Tarjeta crédito
20/07/2023,CLI-8622,Papas precocinadas,Congelados,2,2.3,4.6,Lili,,,
2024/06/17,CLI-3151,Yogurt natural,Lácteos,3,0.9,2.7,Yonny,,Tienda física,Efectivo
08-05-2023,,Leche entera,Lácteos,1,1.2,1.2,Yonny,,Tienda física,Tarjeta débito
2023-07-10,CLI-5295,Papas precocinadas,Congelados,1,2.3,2.3,Lili,,Tienda física,Efectivo
04-23-2024,,Papas precocinadas,Congelados,1,2.3,2.3,Lili,,Tienda física,QR
2024-05-25,,Refresco 2L,Bebidas,4,1.1,4.4,Lili,,,
2023-07-15,CLI-1909,Pasta de Tomate,Enlatados,4,0.75,3.0,,,Tienda física,Efectivo
2024-06-15,,Yogurt natural,Lácteos,3,0.9,2.7,,,,
2023-11-30,,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,QR
2023-04-29,CLI-5739,Bolsas plásticas,Descartables,7,0.1,0.7,Lili,,Teléfono,Tarjeta débito
2024-04-17,CLI-3964,Refresco 2L,Bebidas,3,1.1,3.3,Lili,,Tienda física,Efectivo
2024-11-16,CLI-9355,Yogurt natural,Lácteos,1,0.9,0.9,,,Tienda física,Tarjeta crédito
07/09/2024,CLI-1152,Refresco 2L,Bebidas,3,1.1,3.3,,,Tienda física,Tarjeta débito
11-18-2023,CLI-4760,Yogurt natural,Lácteos,2,0.9,1.8,Lili,,Teléfono,Tarjeta crédito
2024-09-06,,Leche entera,Lácteos,1,1.2,1.2,Yonny,,E-commerce,Tarjeta crédito
2024-11-05,CLI-3819,Leche entera,Lácteos,1,1.2,1.2,Yonny,,Tienda física,Tarjeta débito
2023-12-23,,Refresco 2L,Bebidas,6,1.1,6.6,,,E-commerce,Tarjeta débito
2023-07-27,CLI-6493,Jamón de pavo,Embutidos,4,3.2,12.8,,,Tienda física,Efectivo
2023-12-05,CLI-7266,Jamón de pavo,Embutidos,2,3.2,6.4,Yonny,,Tienda física,Tarjeta débito
2023-09-25,CLI-8693,Bolsas plásticas,Descartables,5,0.1,0.5,Lili,,Tienda física,Tarjeta débito
2023-03-31,,Bolsas plásticas,Descartables,6,0.1,0.6,Lili,,Tienda física,Efectivo
13/02/2024,,Jamón de pavo,Embutidos,2,3.2,6.4,,,Tienda física,Efectivo
2023-04-05,CLI-2928,Pasta de Tomate,Enlatados,4,0.75,3.0,Lili,,Tienda física,Tarjeta débito
2023-05-08,CLI-4155,Helado familiar,Lácteos,1,4.0,4.0,Yonny,,Tienda física,Efectivo
2024-09-06,,Refresco 2L,Bebidas,2,1.1,2.2,Lili,,Tienda física,Tarjeta débito
19/07/2024,,Bolsas plásticas,Descartables,14,0.1,1.4,Yonny,,Teléfono,Tarjeta crédito
2024-02-22,CLI-1718,Papas precocinadas,Congelados,1,2.3,2.3,Yonny,,Tienda física,Tarjeta crédito
2024-11-04,CLI-9188,Refresco 2L,Bebidas,3,1.1,3.3,Lili,,E-commerce,
16/09/2024,CLI-8530,Leche entera,Lácteos,1,1.2,1.2,Lili,,Tienda física,Tarjeta débito
04/09/2023,,Refresco 2L,Bebidas,6,1.1,6.6,,,Tienda física,Tarjeta débito
2024-05-29,CLI-2029,Leche entera,Lácteos,4,1.2,4.8,Lili,,Tienda física,Tarjeta crédito
2023-08-28,CLI-6340,Refresco 2L,Bebidas,5,1.1,5.5,,,,
2024-04-04,CLI-7959,Papas precocinadas,Congelados,3,2.3,6.9,,,Tienda física,Transferencia
2024-07-22,,Yogurt natural,Lácteos,6,0.9,5.4,Lili,,E-commerce,Transferencia
2024-02-05,CLI-5063,Leche entera,Lácteos,2,1.2,2.4,,,Tienda física,Tarjeta crédito
2024-04-20,,Leche entera,Lácteos,1,1.2,1.2,Yonny,,Tienda física,Efectivo
2023-03-29,CLI-5903,Leche entera,Lácteos,4,1.2,4.8,Yonny,,Teléfono,
2024-08-05,,Pasta de Tomate,Enlatados,1,0.75,0.75,,,,
2023-11-17,CLI-4835,Refresco 2L,Bebidas,1,1.1,1.1,Yonny,,Teléfono,
2024-04-08,CLI-1041,Pollo entero,Carnes,1,4.5,4.5,Yonny,,E-commerce,Transferencia
15/07/2024,CLI-4221,Pasta de Tomate,Enlatados,4,0.75,3.0,,,Tienda física,
2024-06-21,CLI-4904,Leche entera,Lácteos,2,1.2,2.4,Lili,,E-commerce,Tarjeta crédito
2024-09-11,CLI-3711,Yogurt natural,Lácteos,1,0.9,0.9,,,E-commerce,Transferencia
2023-11-18,CLI-3627,Jamón de pavo,Embutidos,2,3.2,6.4,,,Teléfono,Tarjeta crédito
2023-09-06,CLI-8509,Leche entera,Lácteos,1,1.2,1.2,Lili,,Tienda física,Efectivo
22/07/2024,,Yogurt natural,Lácteos,6,0.9,5.4,,,,
2023-08-31,CLI-2462,Pasta de Tomate,Enlatados,2,0.75,1.5,Yonny,,Tienda física,
10-07-2024,CLI-1639,Helado familiar,Lácteos,3,4.0,12.0,,,Tienda física,Efectivo
2023-07-15,CLI-4332,Carne molida,Carnes,1,5.8,5.8,Yonny,,Tienda física,Efectivo
2023-08-25,CLI-8882,Refresco 2L,Bebidas,5,1.1,5.5,Yonny,,E-commerce,Tarjeta crédito
04-21-2023,CLI-9161,Yogurt natural,Lácteos,2,0.9,1.8,Yonny,,E-commerce,QR
2024-02-01,CLI-4233,Pasta de Tomate,Enlatados,1,0.75,0.75,Yonny,,Tienda física,Tarjeta débito
2024-07-10,,Carne molida,Carnes,1,5.8,5.8,,,Teléfono,Efectivo
29/06/2023,CLI-4976,Carne molida,Carnes,1,5.8,5.8,Yonny,,Tienda física,
2023-09-15,CLI-8922,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,Tarjeta débito
2023-11-23,,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,QR
2023-05-06,,Papas precocinadas,Congelados,1,2.3,2.3,,,E-commerce,
09-14-2023,CLI-8458,Pasta de Tomate,Enlatados,5,0.75,3.75,,,,
2023-11-03,CLI-3656,Leche entera,Lácteos,3,1.2,3.6,Lili,,E-commerce,Tarjeta crédito
2024-08-26,CLI-7420,Leche entera,Lácteos,3,1.2,3.6,,,Tienda física,QR
29/09/2023,CLI-3274,Refresco 2L,Bebidas,3,1.1,3.3,Yonny,,Tienda física,Efectivo
2023-11-10,CLI-4925,Papas precocinadas,Congelados,4,2.3,9.2,Yonny,,Tienda física,Efectivo
2024-02-16,,Papas precocinadas,Congelados,4,2.3,9.2,,,E-commerce,Transferencia
2024-01-24,,Pollo entero,Carnes,3,4.5,13.5,Yonny,,E-commerce,
29/03/2023,CLI-9074,Refresco 2L,Bebidas,2,1.1,2.2,Lili,,Tienda física,Efectivo
2023-08-19,CLI-2057,Helado familiar,Lácteos,1,4.0,4.0,Yonny,,Tienda física,Efectivo
2024-02-06,CLI-1150,Refresco 2L,Bebidas,1,1.1,1.1,,,Tienda física,Tarjeta débito
2024-05-15,CLI-2306,Refresco 2L,Bebidas,6,1.1,6.6,,,,
2023-06-02,CLI-9581,Leche entera,Lácteos,1,1.2,1.2,,,Tienda física,Tarjeta débito
2024-10-12,CLI-7991,Papas precocinadas,Congelados,2,2.3,4.6,Yonny,,Tienda física,Tarjeta débito
2024-06-29,CLI-3960,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,
