fecha,cliente_id,producto,categoria,cantidad,precio_unitario,total,vendedor,region,canal,metodo_pago
2024-03-15,CLI-1064,Leche entera,Lácteos,1,1.2,1.2,Lili,,Tienda física,Efectivo
2024-09-28,CLI-9468,Jamón de pavo,Embutidos,1,3.2,3.2,Lili,,Teléfono,Efectivo
2024-02-14,CLI-8608,Leche entera,Lácteos,2,1.2,2.4,,,E-commerce,Transferencia
2023-04-08,,Carne molida,Carnes,1,5.8,5.8,Lili,,Teléfono,Transferencia
2023-03-30,CLI-6314,Bolsas plásticas,Descartables,12,0.1,1.2,,,Teléfono,Efectivo
2023-06-07,CLI-2362,Yogurt natural,Lácteos,6,0.9,5.4,Lili,,E-commerce,Tarjeta débito
2023-07-27,,Bolsas plásticas,Descartables,6,0.1,0.6,,,Teléfono,Tarjeta crédito
2024-11-30,CLI-1560,Carne molida,Carnes,1,5.8,5.8,Lili,,Teléfono,QR
2024-08-30,CLI-1791,Pollo entero,Carnes,2,4.5,9.0,,,Tienda física,QR
2023-07-31,CLI-4785,Refresco 2L,Bebidas,5,1.1,5.5,Yonny,,E-commerce,Tarjeta crédito
2023-04-15,CLI-8220,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,
2024-08-24,CLI-6778,Bolsas plásticas,Descartables,4,0.1,0.4,Lili,,Teléfono,
2023-10-14,CLI-3587,Bolsas plásticas,Descartables,6,0.1,0.6,,,E-commerce,Tarjeta débito
20/06/2024,CLI-4244,Pasta de Tomate,Enlatados,2,0.75,1.5,Lili,,Tienda física,Efectivo
04-29-2023,CLI-5874,Papas precocinadas,Congelados,2,2.3,4.6,Yonny,,Teléfono,Tarjeta crédito
2023-03-20,,Refresco 2L,Bebidas,2,1.1,2.2,,,E-commerce,QR
2023-05-24,,Carne molida,Carnes,1,5.8,5.8,Yonny,,E-commerce,Efectivo
06/02/2024,CLI-1763,Yogurt natural,Lácteos,5,0.9,4.5,Yonny,,,Transferencia
2023-08-26,CLI-1544,Leche entera,Lácteos,2,1.2,2.4,,,,QR
07-31-2023,CLI-5754,Pasta de Tomate,Enlatados,2,0.75,1.5,,,Teléfono,Transferencia
2024-08-24,,Leche entera,Lácteos,2,1.2,2.4,,,Teléfono,Efectivo
2024-04-13,CLI-5095,Papas precocinadas,Congelados,1,2.3,2.3,Lili,,Teléfono,QR
2023-04-27,,Papas precocinadas,Congelados,1,2.3,2.3,Yonny,,,Tarjeta crédito
2024-04-30,,Papas precocinadas,Congelados,4,2.3,9.2,Lili,,E-commerce,Tarjeta débito
10-14-2023,CLI-7073,Bolsas plásticas,Descartables,4,0.1,0.4,,,Teléfono,QR
2023-12-15,,Jamón de pavo,Embutidos,1,3.2,3.2,,,E-commerce,Transferencia
16/07/2024,CLI-7535,Pasta de Tomate,Enlatados,3,0.75,2.25,,,Teléfono,Tarjeta crédito
2024-10-02,CLI-6385,Pollo entero,Carnes,1,4.5,4.5,Lili,,Tienda física,Efectivo
2023-12-04,CLI-1999,Bolsas plásticas,Descartables,6,0.1,0.6,,,Tienda física,Transferencia
2024-05-08,CLI-8727,Bolsas plásticas,Descartables,7,0.1,0.7,,,E-commerce,Transferencia
2023-09-02,CLI-9456,Papas precocinadas,Congelados,1,2.3,2.3,Yonny,,E-commerce,
2024-08-13,CLI-6624,Yogurt natural,Lácteos,2,0.9,1.8,,,Teléfono,Transferencia
14/10/2023,CLI-2356,Leche entera,Lácteos,1,1.2,1.2,Lili,,Tienda física,
19/10/2024,CLI-8083,Leche entera,Lácteos,2,1.2,2.4,Yonny,,E-commerce,QR
2023-04-15,CLI-2513,Leche entera,Lácteos,4,1.2,4.8,Lili,,Tienda física,Transferencia
2023-07-29,CLI-2610,Helado familiar,Lácteos,1,4.0,4.0,,,E-commerce,Tarjeta crédito
04-02-2024,CLI-9825,Bolsas plásticas,Descartables,8,0.1,0.8,Yonny,,Tienda física,Tarjeta crédito
15/09/2023,CLI-2809,Pollo entero,Carnes,1,4.5,4.5,,,Teléfono,QR
2024-07-08,CLI-6319,Papas precocinadas,Congelados,2,2.3,4.6,Yonny,,Teléfono,Transferencia
2023-04-05,CLI-6685,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Tarjeta crédito
2023-09-30,CLI-3796,Leche entera,Lácteos,1,1.2,1.2,,,Teléfono,Transferencia
2023-08-09,CLI-2243,Jamón de pavo,Embutidos,1,3.2,3.2,Yonny,,Teléfono,Efectivo
2024-05-16,CLI-9636,Pasta de Tomate,Enlatados,3,0.75,2.25,,,Tienda física,Tarjeta crédito
2024-10-25,CLI-2392,Pollo entero,Carnes,4,4.5,18.0,,,Tienda física,Tarjeta crédito
31/07/2024,CLI-2660,Carne molida,Carnes,1,5.8,5.8,Lili,,Tienda física,Tarjeta débito
04-24-2023,CLI-3824,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Transferencia
2023-07-31,,Pollo entero,Carnes,1,4.5,4.5,,,E-commerce,QR
2024-11-16,CLI-9494,Helado familiar,Lácteos,1,4.0,4.0,Lili,,Teléfono,Transferencia
13/04/2024,CLI-4121,Refresco 2L,Bebidas,3,1.1,3.3,Yonny,,E-commerce,Transferencia
2023-09-30,CLI-9787,Yogurt natural,Lácteos,6,0.9,5.4,,,E-commerce,QR
2024/08/27,CLI-2603,Leche entera,Lácteos,1,1.2,1.2,,,Tienda física,Tarjeta crédito
2024-09-06,,Helado familiar,Lácteos,1,4.0,4.0,,,Teléfono,
2024-07-18,CLI-8699,Carne molida,Carnes,1,5.8,5.8,,,Tienda física,Efectivo
2024-04-27,CLI-9847,Bolsas plásticas,Descartables,3,0.1,0.3,Yonny,,Teléfono,
2024-11-09,CLI-9446,Refresco 2L,Bebidas,2,1.1,2.2,,,Teléfono,Transferencia
2024-10-28,CLI-4732,Pasta de Tomate,Enlatados,2,0.75,1.5,Yonny,,E-commerce,QR
08-22-2024,CLI-9433,Jamón de pavo,Embutidos,1,3.2,3.2,Yonny,,Tienda física,
21/12/2023,CLI-5440,Helado familiar,Lácteos,2,4.0,8.0,,,E-commerce,Efectivo
2023-11-11,CLI-2975,Pollo entero,Carnes,3,4.5,13.5,,,E-commerce,QR
2023-12-09,,Leche entera,Lácteos,3,1.2,3.6,Lili,,Teléfono,Tarjeta crédito
2023-09-16,CLI-8894,Helado familiar,Lácteos,1,4.0,4.0,Lili,,Tienda física,Transferencia
2024-10-29,CLI-8918,Bolsas plásticas,Descartables,13,0.1,1.3,Lili,,Tienda física,Tarjeta débito
10-14-2023,,Pasta de Tomate,Enlatados,4,0.75,3.0,Lili,,E-commerce,Efectivo
2023-07-11,CLI-8499,Pasta de Tomate,Enlatados,4,0.75,3.0,Yonny,,Teléfono,Tarjeta débito
2024-02-19,CLI-8378,Carne molida,Carnes,1,5.8,5.8,,,Tienda física,Transferencia
06-21-2024,CLI-3439,Bolsas plásticas,Descartables,9,0.1,0.9,Yonny,,E-commerce,Tarjeta crédito
04-15-2024,CLI-6472,Bolsas plásticas,Descartables,6,0.1,0.6,,,Tienda física,Efectivo
16/11/2023,CLI-7761,Yogurt natural,Lácteos,2,0.9,1.8,,,Tienda física,QR
2024-08-31,,Carne molida,Carnes,2,5.8,11.6,,,Teléfono,Transferencia
2024-04-02,,Carne molida,Carnes,1,5.8,5.8,,,Teléfono,QR
14/12/2023,CLI-1881,Pollo entero,Carnes,1,4.5,4.5,Yonny,,,Efectivo
07-26-2024,,Jamón de pavo,Embutidos,1,3.2,3.2,Lili,,Teléfono,QR
2024-05-30,CLI-7309,Leche entera,Lácteos,2,1.2,2.4,Yonny,,Teléfono,Tarjeta crédito
2024-10-25,CLI-8660,Helado familiar,Lácteos,2,4.0,8.0,,,Tienda física,Tarjeta débito
2023-04-01,CLI-2389,Yogurt natural,Lácteos,2,0.9,1.8,Lili,,Teléfono,Tarjeta crédito
2024-03-11,,Bolsas plásticas,Descartables,5,0.1,0.5,Lili,,Tienda física,QR
2023/11/02,CLI-4682,Refresco 2L,Bebidas,3,1.1,3.3,Yonny,,Teléfono,Tarjeta débito
2023-04-29,,Refresco 2L,Bebidas,1,1.1,1.1,Yonny,,E-commerce,Transferencia
2024-02-12,CLI-3566,Leche entera,Lácteos,1,1.2,1.2,,,Tienda física,Transferencia
2024-02-21,CLI-2608,Pollo entero,Carnes,1,4.5,4.5,Yonny,,E-commerce,Transferencia
2023-04-18,CLI-4890,Jamón de pavo,Embutidos,1,3.2,3.2,,,,QR
2023-05-06,,Bolsas plásticas,Descartables,6,0.1,0.6,,,Teléfono,Tarjeta crédito
2024-02-03,CLI-6914,Bolsas plásticas,Descartables,8,0.1,0.8,,,Teléfono,QR
2024-11-19,CLI-4493,Jamón de pavo,Embutidos,1,3.2,3.2,Lili,,Teléfono,Transferencia
2023-10-31,CLI-4247,Yogurt natural,Lácteos,6,0.9,5.4,Lili,,E-commerce,QR
2024-07-20,CLI-2298,Leche entera,Lácteos,1,1.2,1.2,,,Teléfono,Efectivo
2024-03-19,CLI-4326,Jamón de pavo,Embutidos,2,3.2,6.4,Yonny,,Tienda física,Transferencia
01-20-2024,CLI-1246,Pasta de Tomate,Enlatados,1,0.75,0.75,,,Tienda física,Transferencia
01/11/2023,CLI-9076,Pasta de Tomate,Enlatados,1,0.75,0.75,Lili,,E-commerce,QR
2024-11-20,CLI-8554,Pasta de Tomate,Enlatados,4,0.75,3.0,,,,Tarjeta crédito
2024-07-31,,Bolsas plásticas,Descartables,9,0.1,0.9,,,Teléfono,
2024-07-06,,Leche entera,Lácteos,2,1.2,2.4,,,Teléfono,Transferencia
2023-04-10,,Pasta de Tomate,Enlatados,1,0.75,0.75,Yonny,,Tienda física,Transferencia
2024-04-20,CLI-3653,Leche entera,Lácteos,3,1.2,3.6,,,E-commerce,Efectivo
2023-12-01,CLI-4236,Jamón de pavo,Embutidos,2,3.2,6.4,Lili,,Tienda física,QR
2023-07-19,,Carne molida,Carnes,1,5.8,5.8,Lili,,E-commerce,Transferencia
2024-11-30,CLI-2631,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,Tarjeta débito
24/06/2023,CLI-3186,Refresco 2L,Bebidas,2,1.1,2.2,Yonny,,E-commerce,Tarjeta crédito
2024-10-24,CLI-1336,Bolsas plásticas,Descartables,8,0.1,0.8,Lili,,E-commerce,QR
2024-09-09,CLI-2137,Pollo entero,Carnes,1,4.5,4.5,Lili,,Tienda física,QR
2023-03-11,CLI-5979,Refresco 2L,Bebidas,2,1.1,2.2,Yonny,,E-commerce,QR
2024-07-17,,Carne molida,Carnes,2,5.8,11.6,Yonny,,Teléfono,
09-14-2024,,Carne molida,Carnes,4,5.8,23.2,,,E-commerce,QR
2024-02-19,,Carne molida,Carnes,1,5.8,5.8,Yonny,,Tienda física,Transferencia
2024-10-28,CLI-7354,Leche entera,Lácteos,3,1.2,3.6,,,Tienda física,
2023-03-30,,Bolsas plásticas,Descartables,9,0.1,0.9,Yonny,,Tienda física,QR
2023-11-07,CLI-6548,Leche entera,Lácteos,1,1.2,1.2,,,Teléfono,Transferencia
2023-07-15,CLI-5279,Helado familiar,Lácteos,1,4.0,4.0,,,,Tarjeta débito
2023-09-09,CLI-7259,Pollo entero,Carnes,1,4.5,4.5,,,E-commerce,Efectivo
2024-06-27,CLI-3552,Refresco 2L,Bebidas,3,1.1,3.3,,,Teléfono,Tarjeta crédito
2024-03-12,CLI-9773,Refresco 2L,Bebidas,1,1.1,1.1,,,E-commerce,Tarjeta crédito
10-21-2024,,Yogurt natural,Lácteos,2,0.9,1.8,,,E-commerce,QR
2023-10-30,CLI-2136,Leche entera,Lácteos,1,1.2,1.2,Lili,,Tienda física,
2024-08-31,,Pasta de Tomate,Enlatados,2,0.75,1.5,Yonny,,Teléfono,Transferencia
2024-08-31,CLI-7998,Carne molida,Carnes,1,5.8,5.8,Yonny,,E-commerce,Tarjeta débito
2023-09-22,,Bolsas plásticas,Descartables,4,0.1,0.4,Lili,,Teléfono,Efectivo
2024-06-27,,Leche entera,Lácteos,1,1.2,1.2,Yonny,,Teléfono,Efectivo
2024-01-31,CLI-3185,Pasta de Tomate,Enlatados,4,0.75,3.0,,,,QR
2023-04-04,,Refresco 2L,Bebidas,1,1.1,1.1,Yonny,,E-commerce,Tarjeta crédito
