fecha,cliente_id,producto,categoria,cantidad,precio_unitario,total,vendedor,region,canal,metodo_pago
2023-08-25,CLI-3095,Bolsas plásticas,Descartables,7,0.1,0.7,Pedro Díaz,Centro,Teléfono,QR
03-03-2023,CLI-9568,Leche entera,Lácteos,1,1.24,1.24,Laura Torres,Norte,Teléfono,Tarjeta débito
2023-10-18,CLI-8907,Papas precocinadas,Congelados,2,2.28,4.56,Carlos Ruiz,Oeste,Tienda física,Tarjeta débito
2023-10-29,,Leche entera,Lácteos,1,1.17,1.17,Pedro Díaz,Centro,Tienda física,
2023-09-11,CLI-8361,Carne molida,Carnes,3,5.76,17.28,,Centro,Tienda física,Tarjeta débito
2023-06-26,CLI-2309,Pasta de Tomate,Enlatados,6,0.75,4.5,,Norte,E-commerce,QR
2023-10-01,CLI-8193,Pollo entero,Carnes,1,4.54,4.54,Pedro Díaz,Norte,Teléfono,Efectivo
2023-10-30,CLI-9499,Bolsas plásticas,Descartables,3,0.1,0.3,Laura Torres,Sur,Tienda física,Transferencia
2023-06-22,,Helado familiar,Lácteos,1,4.08,4.08,Pedro Díaz,Centro,,Tarjeta crédito
2024-03-28,,Yogurt natural,Lácteos,2,0.9,1.8,Carlos Ruiz,Centro,Tienda física,
2023-08-02,CLI-5110,Refresco 2L,Bebidas,3,1.05,3.15,Ana López,Sur,Tienda física,QR
01-15-2024,CLI-1146,Bolsas plásticas,Descartables,8,0.1,0.8,,Este,,Tarjeta débito
2024-02-01,CLI-6150,Pollo entero,Carnes,1,4.54,4.54,Ana López,Este,Teléfono,Tarjeta débito
2023-11-18,,Papas precocinadas,Congelados,3,2.34,7.02,Carlos Ruiz,Sur,Teléfono,Tarjeta crédito
05-22-2023,CLI-1091,Papas precocinadas,Congelados,1,2.21,2.21,Ana López,Norte,Tienda física,
2023-04-13,CLI-3353,Bolsas plásticas,Descartables,9,0.1,0.9,Laura Torres,Este,Teléfono,Tarjeta débito
2023-12-29,CLI-2183,Leche entera,Lácteos,3,1.19,3.57,,Norte,Teléfono,
2024-10-15,CLI-4654,Yogurt natural,Lácteos,3,0.91,2.73,Pedro Díaz,Oeste,Tienda física,Tarjeta débito
10/07/2023,,Bolsas plásticas,Descartables,10,0.1,1.0,,Oeste,Teléfono,Tarjeta crédito
2024-06-28,,Refresco 2L,Bebidas,4,1.08,4.32,,Este,Teléfono,Efectivo
2024-11-12,CLI-7951,Pasta de Tomate,Enlatados,1,0.74,0.74,Pedro Díaz,Sur,,Tarjeta débito
2024-07-02,,Pasta de Tomate,Enlatados,1,0.73,0.73,Pedro Díaz,Norte,Tienda física,Tarjeta débito
2023-05-20,,Yogurt natural,Lácteos,4,0.91,3.64,Carlos Ruiz,Oeste,Tienda física,Tarjeta crédito
2024-09-17,,Refresco 2L,Bebidas,1,1.09,1.09,Carlos Ruiz,Oeste,Tienda física,QR
2024-01-06,CLI-4220,Carne molida,Carnes,1,5.84,5.84,,Centro,Teléfono,Transferencia
13/03/2024,CLI-8218,Pollo entero,Carnes,2,4.6,9.2,,Este,Teléfono,
2023/08/04,CLI-8563,Jamón de pavo,Embutidos,1,3.26,3.26,,Este,Teléfono,
2023-04-27,CLI-7266,Carne molida,Carnes,1,5.85,5.85,María Gómez,Este,,Transferencia
2023-04-27,CLI-9887,Carne molida,Carnes,2,5.79,11.58,Carlos Ruiz,,Tienda física,QR
2024-07-28,CLI-4823,Refresco 2L,Bebidas,5,1.11,5.55,Laura Torres,Centro,E-commerce,Efectivo
2023-05-14,CLI-5652,Bolsas plásticas,Descartables,8,0.1,0.8,Ana López,Este,Tienda física,Efectivo
11/08/2023,CLI-7057,Pasta de Tomate,Enlatados,4,0.75,3.0,Laura Torres,Norte,,Tarjeta crédito
2024-02-15,,Bolsas plásticas,Descartables,5,0.1,0.5,Pedro Díaz,Oeste,Tienda física,Tarjeta crédito
2024-05-29,CLI-8926,Pollo entero,Carnes,2,4.44,8.88,,Sur,Teléfono,QR
2023/11/09,,Leche entera,Lácteos,2,1.24,2.48,Pedro Díaz,Norte,Tienda física,Efectivo
2023-07-02,,Leche entera,Lácteos,1,1.19,1.19,Laura Torres,Este,Tienda física,Efectivo
2023-04-19,CLI-4890,Papas precocinadas,Congelados,1,2.23,2.23,Carlos Ruiz,Centro,Tienda física,Transferencia
2023-09-18,CLI-5079,Leche entera,Lácteos,1,1.2,1.2,Laura Torres,Centro,Teléfono,Tarjeta crédito
25/11/2023,CLI-3732,Leche entera,Lácteos,2,1.21,2.42,,Oeste,Teléfono,Transferencia
09-21-2024,,Jamón de pavo,Embutidos,1,3.15,3.15,Ana López,Sur,Tienda física,Tarjeta crédito
2024-08-28,CLI-2761,Pasta de Tomate,Enlatados,2,0.74,1.48,Carlos Ruiz,Este,Tienda física,Transferencia
15/01/2024,,Pollo entero,Carnes,1,4.52,4.52,Ana López,Este,Tienda física,Efectivo
2023/03/04,CLI-2435,Bolsas plásticas,Descartables,8,0.1,0.8,,Centro,E-commerce,Efectivo
2024-09-28,,Helado familiar,Lácteos,1,4.08,4.08,María Gómez,Norte,Teléfono,
2024-09-05,,Carne molida,Carnes,4,5.71,22.84,,Norte,Teléfono,Tarjeta débito
2024-08-04,,Jamón de pavo,Embutidos,2,3.24,6.48,María Gómez,Este,Tienda física,QR
03-30-2024,,Pasta de Tomate,Enlatados,4,0.76,3.04,Ana López,Sur,E-commerce,Tarjeta crédito
2024-05-08,,Pasta de Tomate,Enlatados,4,0.78,3.12,María Gómez,Centro,Teléfono,Efectivo
2024-04-16,CLI-7481,Pollo entero,Carnes,1,4.49,4.49,María Gómez,Norte,Teléfono,Transferencia
2024-02-06,CLI-6341,Bolsas plásticas,Descartables,15,0.1,1.5,Carlos Ruiz,Centro,E-commerce,Tarjeta crédito
2023-09-25,CLI-3262,Jamón de pavo,Embutidos,2,3.24,6.48,Pedro Díaz,Oeste,E-commerce,QR
06-01-2024,,Papas precocinadas,Congelados,2,2.3,4.6,Ana López,Centro,Teléfono,Efectivo
2023-04-04,,Leche entera,Lácteos,4,1.19,4.76,,Oeste,Teléfono,Efectivo
05/11/2023,CLI-4251,Leche entera,Lácteos,1,1.21,1.21,,Centro,Teléfono,Efectivo
2023/06/29,CLI-7409,Papas precocinadas,Congelados,2,2.36,4.72,Laura Torres,Este,Teléfono,QR
2023-05-05,CLI-9580,Papas precocinadas,Congelados,2,2.31,4.62,,Este,Tienda física,Transferencia
11-30-2023,CLI-8265,Leche entera,Lácteos,1,1.22,1.22,,Este,E-commerce,Tarjeta débito
2024-09-18,,Bolsas plásticas,Descartables,5,0.1,0.5,,Oeste,Teléfono,Tarjeta crédito
2023-09-16,CLI-8983,Jamón de pavo,Embutidos,1,3.14,3.14,Ana López,Sur,Tienda física,Efectivo
15/12/2023,,Bolsas plásticas,Descartables,9,0.1,0.9,Pedro Díaz,Norte,Tienda física,QR
26/02/2024,CLI-1886,Refresco 2L,Bebidas,2,1.07,2.14,María Gómez,Norte,Tienda física,Tarjeta débito
2024-01-10,CLI-3876,Papas precocinadas,Congelados,1,2.25,2.25,María Gómez,Centro,E-commerce,Efectivo
2024-01-29,,Helado familiar,Lácteos,2,3.82,7.64,María Gómez,Norte,E-commerce,
2023-07-23,CLI-1653,Jamón de pavo,Embutidos,1,3.18,3.18,Ana López,Sur,Teléfono,Efectivo
2023-10-13,CLI-8405,Refresco 2L,Bebidas,4,1.14,4.56,María Gómez,Sur,E-commerce,Transferencia
2024-04-29,CLI-7470,Refresco 2L,Bebidas,6,1.11,6.66,Ana López,Centro,Teléfono,Tarjeta crédito
2023-08-26,CLI-5800,Pollo entero,Carnes,1,4.33,4.33,,Este,E-commerce,Transferencia
2023-03-29,,Leche entera,Lácteos,3,1.25,3.75,Laura Torres,Sur,E-commerce,Tarjeta débito
2023-09-17,,Papas precocinadas,Congelados,1,2.32,2.32,Carlos Ruiz,Sur,,Tarjeta crédito
19/12/2023,,Jamón de pavo,Embutidos,1,3.19,3.19,Ana López,Oeste,Tienda física,Transferencia
2024-08-03,CLI-4986,Refresco 2L,Bebidas,6,1.09,6.54,,Oeste,Tienda física,Efectivo
08/12/2023,CLI-7102,Yogurt natural,Lácteos,5,0.93,4.65,,Norte,E-commerce,Efectivo
2024-03-21,CLI-5509,Pasta de Tomate,Enlatados,1,0.72,0.72,Ana López,Centro,Tienda física,Tarjeta crédito
